name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,latitude,longitude,severity_score,year_valid,decade,century,mass_category,fall_found_flag,hemisphere_ns,hemisphere_ew,location_quality
peace river,18180,valid,l6,45760.0,fell,1963.0,56.13333,-117.93333,"56.13333, -117.93333",56.13333,-117.93333,4,True,1960.0,20.0,massive,fell,north,west,valid
peckelsheim,18181,valid,diogenite-pm,117.8,fell,1953.0,51.66667,9.25,"51.66667, 9.25",51.66667,9.25,2,True,1950.0,20.0,medium,fell,north,east,valid
peekskill,18782,valid,h6,12570.0,fell,1992.0,41.28333,-73.91667,"41.28333, -73.91667",41.28333,-73.91667,4,True,1990.0,20.0,massive,fell,north,west,valid
peña blanca spring,18786,valid,aubrite,70000.0,fell,1946.0,30.125,-103.11667,"30.125, -103.11667",30.125,-103.11667,4,True,1940.0,20.0,massive,fell,north,west,valid
peramiho,18792,valid,eucrite-mmict,165.0,fell,1899.0,-10.66667,35.5,"-10.66667, 35.5",-10.66667,35.5,2,True,1890.0,19.0,medium,fell,south,east,valid
perpeti,18793,valid,l6,23474.0,fell,1935.0,23.325,91.0,"23.325, 91.0",23.325,91.0,4,True,1930.0,20.0,massive,fell,north,east,valid
perth,18797,valid,ll5,2.0,fell,1830.0,56.4,-3.43333,"56.4, -3.43333",56.4,-3.43333,1,True,1830.0,19.0,tiny,fell,north,west,valid
pervomaisky,18798,valid,l6,66000.0,fell,1933.0,56.63333,39.43333,"56.63333, 39.43333",56.63333,39.43333,4,True,1930.0,20.0,massive,fell,north,east,valid
pesyanoe,18799,valid,aubrite,3393.0,fell,1933.0,55.5,66.08333,"55.5, 66.08333",55.5,66.08333,3,True,1930.0,20.0,large,fell,north,east,valid
pétèlkolé,18800,valid,h5,189.0,fell,1995.0,14.052,0.42,"14.052, 0.42",14.052,0.42,2,True,1990.0,20.0,medium,fell,north,east,valid
petersburg,18801,valid,eucrite-pmict,1800.0,fell,1855.0,35.3,-86.63333,"35.3, -86.63333",35.3,-86.63333,3,True,1850.0,19.0,large,fell,north,west,valid
pettiswood,18804,valid,stone-uncl,,fell,1779.0,53.53333,-7.33333,"53.53333, -7.33333",53.53333,-7.33333,,True,1770.0,18.0,,fell,north,west,valid
phillips county (stone),18808,valid,l6,57900.0,fell,1901.0,40.0,-99.25,"40.0, -99.25",40.0,-99.25,4,True,1900.0,20.0,massive,fell,north,west,valid
phu hong,18809,valid,h4,500.0,fell,1887.0,11.25,108.58333,"11.25, 108.58333",11.25,108.58333,2,True,1880.0,19.0,medium,fell,north,east,valid
phum sambo,18811,valid,h4,7800.0,fell,1933.0,12.0,105.48333,"12.0, 105.48333",12.0,105.48333,3,True,1930.0,20.0,large,fell,north,east,valid
phuoc-binh,18812,valid,l5,11000.0,fell,1941.0,15.71667,108.1,"15.71667, 108.1",15.71667,108.1,4,True,1940.0,20.0,massive,fell,north,east,valid
piancaldoli,18813,valid,ll3.4,13.1,fell,1968.0,44.24417,11.50222,"44.24417, 11.50222",44.24417,11.50222,1,True,1960.0,20.0,small,fell,north,east,valid
picote,18816,valid,stone-uncl,,fell,1843.0,41.36667,-6.23333,"41.36667, -6.23333",41.36667,-6.23333,,True,1840.0,19.0,,fell,north,west,valid
pillistfer,18822,valid,el6,23250.0,fell,1863.0,58.66667,25.73333,"58.66667, 25.73333",58.66667,25.73333,4,True,1860.0,19.0,massive,fell,north,east,valid
piplia kalan,18831,valid,eucrite-mmict,42000.0,fell,1996.0,26.03472,73.94167,"26.03472, 73.94167",26.03472,73.94167,4,True,1990.0,20.0,massive,fell,north,east,valid
piquetberg,18832,valid,h,37.0,fell,1881.0,-32.86667,18.71667,"-32.86667, 18.71667",-32.86667,18.71667,1,True,1880.0,19.0,small,fell,south,east,valid
pirgunje,18834,valid,l6,842.0,fell,1882.0,25.8,88.45,"25.8, 88.45",25.8,88.45,2,True,1880.0,19.0,medium,fell,north,east,valid
pirthalla,18835,valid,h6,1161.0,fell,1884.0,29.58333,76.0,"29.58333, 76.0",29.58333,76.0,3,True,1880.0,19.0,large,fell,north,east,valid
pitts,18837,valid,"iron, iab-ung",3760.0,fell,1921.0,31.95,-83.51667,"31.95, -83.51667",31.95,-83.51667,3,True,1920.0,20.0,large,fell,north,west,valid
plantersville,18846,valid,h6,2085.0,fell,1930.0,30.7,-96.11667,"30.7, -96.11667",30.7,-96.11667,3,True,1930.0,20.0,large,fell,north,west,valid
pleşcoi,51706,valid,l5-6,6913.0,fell,2008.0,45.275,26.70972,"45.275, 26.70972",45.275,26.70972,3,True,2000.0,21.0,large,fell,north,east,valid
ploschkovitz,18849,valid,l5,39.0,fell,1723.0,50.53333,14.11667,"50.53333, 14.11667",50.53333,14.11667,1,True,1720.0,18.0,small,fell,north,east,valid
pnompehn,18851,valid,l6,96.0,fell,1868.0,11.58333,104.91667,"11.58333, 104.91667",11.58333,104.91667,1,True,1860.0,19.0,small,fell,north,east,valid
dominion range 03240,32592,valid,ll5,290.9,found,2002.0,,,,,,2,True,2000.0,21.0,medium,found,south,west,missing
pohlitz,18853,valid,l5,3000.0,fell,1819.0,50.93333,12.13333,"50.93333, 12.13333",50.93333,12.13333,3,True,1810.0,19.0,large,fell,north,east,valid
pokhra,18858,valid,h5,350.0,fell,1866.0,26.71667,82.66667,"26.71667, 82.66667",26.71667,82.66667,2,True,1860.0,19.0,medium,fell,north,east,valid
pollen,18860,valid,cm2,253.6,fell,1942.0,66.34833,14.015,"66.34833, 14.015",66.34833,14.015,2,True,1940.0,20.0,medium,fell,north,east,valid
pontlyfni,18865,valid,winonaite,157.0,fell,1931.0,53.03639,-4.31944,"53.03639, -4.31944",53.03639,-4.31944,2,True,1930.0,20.0,medium,fell,north,west,valid
portales valley,18874,valid,h6,71400.0,fell,1998.0,34.175,-103.295,"34.175, -103.295",34.175,-103.295,4,True,1990.0,20.0,massive,fell,north,west,valid
portugal,18876,valid,stone-uncl,4500.0,fell,1796.0,38.5,-8.0,"38.5, -8.0",38.5,-8.0,3,True,1790.0,18.0,large,fell,north,west,valid
po-wang chen,18879,valid,ll,665.0,fell,1933.0,31.41667,118.5,"31.41667, 118.5",31.41667,118.5,2,True,1930.0,20.0,medium,fell,north,east,valid
prambachkirchen,18883,valid,l6,2125.0,fell,1932.0,48.3025,13.94083,"48.3025, 13.94083",48.3025,13.94083,3,True,1930.0,20.0,large,fell,north,east,valid
pribram,18887,valid,h5,5555.0,fell,1959.0,49.66667,14.03333,"49.66667, 14.03333",49.66667,14.03333,3,True,1950.0,20.0,large,fell,north,east,valid
pricetown,18888,valid,l6,900.0,fell,1893.0,39.11667,-83.85,"39.11667, -83.85",39.11667,-83.85,2,True,1890.0,19.0,medium,fell,north,west,valid
puerto lápice,45984,valid,eucrite-br,500.0,fell,2007.0,39.35,-3.51667,"39.35, -3.51667",39.35,-3.51667,2,True,2000.0,21.0,medium,fell,north,west,valid
pulsora,18899,valid,h5,560.0,fell,1863.0,23.36667,75.18333,"23.36667, 75.18333",23.36667,75.18333,2,True,1860.0,19.0,medium,fell,north,east,valid
pultusk,18901,valid,h5,250000.0,fell,1868.0,52.76667,21.26667,"52.76667, 21.26667",52.76667,21.26667,5,True,1860.0,19.0,massive,fell,north,east,valid
punganaru,18902,valid,stone-uncl,100.0,fell,1811.0,13.33333,78.95,"13.33333, 78.95",13.33333,78.95,1,True,1810.0,19.0,small,fell,north,east,valid
putinga,18905,valid,l6,300000.0,fell,1937.0,-29.03333,-53.05,"-29.03333, -53.05",-29.03333,-53.05,5,True,1930.0,20.0,massive,fell,south,west,valid
qidong,18907,valid,l/ll5,1275.0,fell,1982.0,32.08333,121.5,"32.08333, 121.5",32.08333,121.5,3,True,1980.0,20.0,large,fell,north,east,valid
qingzhen,18908,valid,eh3,2600.0,fell,1976.0,26.53333,106.46667,"26.53333, 106.46667",26.53333,106.46667,3,True,1970.0,20.0,large,fell,north,east,valid
queen's mercy,22357,valid,h6,7000.0,fell,1925.0,-30.11667,28.7,"-30.11667, 28.7",-30.11667,28.7,3,True,1920.0,20.0,large,fell,south,east,valid
quenggouk,22358,valid,h4,6045.0,fell,1857.0,17.76667,95.18333,"17.76667, 95.18333",17.76667,95.18333,3,True,1850.0,19.0,large,fell,north,east,valid
quesa,22360,valid,"iron, iab-ung",10750.0,fell,1898.0,39.0,-0.66667,"39.0, -0.66667",39.0,-0.66667,4,True,1890.0,19.0,massive,fell,north,west,valid
quija,22361,valid,h,17450.0,fell,1990.0,44.61667,126.13333,"44.61667, 126.13333",44.61667,126.13333,4,True,1990.0,20.0,massive,fell,north,east,valid
quincay,22363,valid,l6,65.0,fell,1851.0,46.6,0.25,"46.6, 0.25",46.6,0.25,1,True,1850.0,19.0,small,fell,north,east,valid
raco,22368,valid,h5,5000.0,fell,1957.0,-26.66667,-65.45,"-26.66667, -65.45",-26.66667,-65.45,3,True,1950.0,20.0,large,fell,south,west,valid
raghunathpura,22371,valid,"iron, iiab",10200.0,fell,1986.0,27.72528,76.465,"27.72528, 76.465",27.72528,76.465,4,True,1980.0,20.0,massive,fell,north,east,valid
rahimyar khan,31302,valid,l5,67225.0,fell,1983.0,28.225,70.2,"28.225, 70.2",28.225,70.2,4,True,1980.0,20.0,massive,fell,north,east,valid
rakovka,22376,valid,l6,9000.0,fell,1878.0,52.98333,37.03333,"52.98333, 37.03333",52.98333,37.03333,3,True,1870.0,19.0,large,fell,north,east,valid
ramnagar,22384,valid,l6,3766.0,fell,1940.0,26.45,82.9,"26.45, 82.9",26.45,82.9,3,True,1940.0,20.0,large,fell,north,east,valid
rampurhat,22385,valid,ll,100.0,fell,1916.0,24.16667,87.76667,"24.16667, 87.76667",24.16667,87.76667,1,True,1910.0,20.0,small,fell,north,east,valid
ramsdorf,22386,valid,l6,4682.0,fell,1958.0,51.88333,6.93333,"51.88333, 6.93333",51.88333,6.93333,3,True,1950.0,20.0,large,fell,north,east,valid
ranchapur,22387,valid,h4,290.4,fell,1917.0,23.98333,87.08333,"23.98333, 87.08333",23.98333,87.08333,2,True,1910.0,20.0,medium,fell,north,east,valid
rancho de la presa,22390,valid,h5,300.0,fell,1899.0,19.86667,-100.81667,"19.86667, -100.81667",19.86667,-100.81667,2,True,1890.0,19.0,medium,fell,north,west,valid
rangala,22392,valid,l6,3224.5,fell,1937.0,25.38333,72.01667,"25.38333, 72.01667",25.38333,72.01667,3,True,1930.0,20.0,large,fell,north,east,valid
raoyang,22394,valid,l6,4910.0,fell,1919.0,38.2,115.7,"38.2, 115.7",38.2,115.7,3,True,1910.0,20.0,large,fell,north,east,valid
ras tanura,22395,valid,h6,6.1,fell,1961.0,26.66667,50.15,"26.66667, 50.15",26.66667,50.15,1,True,1960.0,20.0,tiny,fell,north,east,valid
rasgrad,22396,valid,stone-uncl,24700.0,fell,1740.0,43.5,26.53333,"43.5, 26.53333",43.5,26.53333,4,True,1740.0,18.0,massive,fell,north,east,valid
ratyn,22398,valid,stone-uncl,910.0,fell,1880.0,52.2,17.98333,"52.2, 17.98333",52.2,17.98333,2,True,1880.0,19.0,medium,fell,north,east,valid
red canyon lake,53502,valid,h5,18.41,fell,2007.0,38.13742,-119.75812,"38.13742, -119.75812",38.13742,-119.75812,1,True,2000.0,21.0,small,fell,north,west,valid
reliegos,22584,valid,l5,17300.0,fell,1947.0,42.475,-5.33333,"42.475, -5.33333",42.475,-5.33333,4,True,1940.0,20.0,massive,fell,north,west,valid
rembang,22585,valid,"iron, iva",10000.0,fell,1919.0,-6.73333,111.36667,"-6.73333, 111.36667",-6.73333,111.36667,3,True,1910.0,20.0,large,fell,south,east,valid
renazzo,22586,valid,cr2,1000.0,fell,1824.0,44.76667,11.28333,"44.76667, 11.28333",44.76667,11.28333,2,True,1820.0,19.0,medium,fell,north,east,valid
renca,22587,valid,l5,300.0,fell,1925.0,-32.75,-65.28333,"-32.75, -65.28333",-32.75,-65.28333,2,True,1920.0,20.0,medium,fell,south,west,valid
renqiu,22589,valid,l6,355.0,fell,1916.0,38.66667,116.13333,"38.66667, 116.13333",38.66667,116.13333,2,True,1910.0,20.0,medium,fell,north,east,valid
repeev khutor,22590,valid,"iron, iif",7000.0,fell,1933.0,48.6,45.66667,"48.6, 45.66667",48.6,45.66667,3,True,1930.0,20.0,large,fell,north,east,valid
revelstoke,22592,valid,ci1,1.0,fell,1965.0,51.33333,-118.95,"51.33333, -118.95",51.33333,-118.95,1,True,1960.0,20.0,tiny,fell,north,west,valid
rewari,22593,valid,l6,3332.0,fell,1929.0,28.2,76.66667,"28.2, 76.66667",28.2,76.66667,3,True,1920.0,20.0,large,fell,north,east,valid
rich mountain,22597,valid,l6,668.0,fell,1903.0,35.03333,-83.03333,"35.03333, -83.03333",35.03333,-83.03333,2,True,1900.0,20.0,medium,fell,north,west,valid
uzcudun,24140,valid,l,20000.0,fell,1948.0,-44.11667,-66.15,"-44.11667, -66.15",-44.11667,-66.15,4,True,1940.0,20.0,massive,fell,south,west,valid
richardton,22599,valid,h5,90000.0,fell,1918.0,46.88333,-102.31667,"46.88333, -102.31667",46.88333,-102.31667,4,True,1910.0,20.0,massive,fell,north,west,valid
richland springs,22602,valid,oc,1900.0,fell,1980.0,31.25,-99.03333,"31.25, -99.03333",31.25,-99.03333,3,True,1980.0,20.0,large,fell,north,west,valid
richmond,22603,valid,ll5,1800.0,fell,1828.0,37.46667,-77.5,"37.46667, -77.5",37.46667,-77.5,3,True,1820.0,19.0,large,fell,north,west,valid
rio negro,22611,valid,l4,1310.0,fell,1934.0,-26.1,-49.8,"-26.1, -49.8",-26.1,-49.8,3,True,1930.0,20.0,large,fell,south,west,valid
rivolta de bassi,22614,valid,stone-uncl,103.3,fell,1490.0,45.48333,9.51667,"45.48333, 9.51667",45.48333,9.51667,2,True,1490.0,15.0,medium,fell,north,east,valid
rochester,22637,valid,h6,340.0,fell,1876.0,41.08333,-86.28333,"41.08333, -86.28333",41.08333,-86.28333,2,True,1870.0,19.0,medium,fell,north,west,valid
rockhampton,22640,valid,stone-uncl,1641.0,fell,1895.0,-23.38333,150.51667,"-23.38333, 150.51667",-23.38333,150.51667,3,True,1890.0,19.0,large,fell,south,east,valid
roda,22641,valid,diogenite,400.0,fell,1871.0,42.3,0.55,"42.3, 0.55",42.3,0.55,2,True,1870.0,19.0,medium,fell,north,east,valid
rodach,22642,valid,stone-uncl,2900.0,fell,1775.0,50.35,10.8,"50.35, 10.8",50.35,10.8,3,True,1770.0,18.0,large,fell,north,east,valid
rose city,22766,valid,h5,10600.0,fell,1921.0,44.51667,-83.95,"44.51667, -83.95",44.51667,-83.95,4,True,1920.0,20.0,massive,fell,north,west,valid
rowton,22773,valid,"iron, iiiab",3500.0,fell,1876.0,52.76667,-2.51667,"52.76667, -2.51667",52.76667,-2.51667,3,True,1870.0,19.0,large,fell,north,west,valid
ruhobobo,22780,valid,l6,465.5,fell,1976.0,-1.45,29.83333,"-1.45, 29.83333",-1.45,29.83333,2,True,1970.0,20.0,medium,fell,south,east,valid
rumuruti,22782,valid,r3.8-6,67.0,fell,1934.0,0.26667,36.53333,"0.26667, 36.53333",0.26667,36.53333,1,True,1930.0,20.0,small,fell,north,east,valid
rupota,22783,valid,l4-6,6000.0,fell,1949.0,-10.26667,38.76667,"-10.26667, 38.76667",-10.26667,38.76667,3,True,1940.0,20.0,large,fell,south,east,valid
ryechki,22791,valid,l5,13000.0,fell,1914.0,51.13333,34.5,"51.13333, 34.5",51.13333,34.5,4,True,1910.0,20.0,massive,fell,north,east,valid
sabetmahet,22792,valid,h5,1250.0,fell,1855.0,27.43333,82.08333,"27.43333, 82.08333",27.43333,82.08333,3,True,1850.0,19.0,large,fell,north,east,valid
sabrum,22793,valid,ll6,478.0,fell,1999.0,23.08333,91.66667,"23.08333, 91.66667",23.08333,91.66667,2,True,1990.0,20.0,medium,fell,north,east,valid
sagan,22796,valid,stone-uncl,,fell,1636.0,51.53333,14.88333,"51.53333, 14.88333",51.53333,14.88333,,True,1630.0,17.0,,fell,north,east,valid
saint-sauveur,23101,valid,eh5,14000.0,fell,1914.0,43.73333,1.38333,"43.73333, 1.38333",43.73333,1.38333,4,True,1910.0,20.0,massive,fell,north,east,valid
saint-séverin,23102,valid,ll6,271000.0,fell,1966.0,45.3,0.23333,"45.3, 0.23333",45.3,0.23333,5,True,1960.0,20.0,massive,fell,north,east,valid
sakauchi,23103,valid,iron,4180.0,fell,1913.0,35.66667,136.3,"35.66667, 136.3",35.66667,136.3,3,True,1910.0,20.0,large,fell,north,east,valid
salem,23107,valid,l6,61.4,fell,1981.0,44.97917,-122.96944,"44.97917, -122.96944",44.97917,-122.96944,1,True,1980.0,20.0,small,fell,north,west,valid
salles,23111,valid,l5,9000.0,fell,1798.0,46.05,4.63333,"46.05, 4.63333",46.05,4.63333,3,True,1790.0,18.0,large,fell,north,east,valid
salzwedel,23114,valid,ll5,43.0,fell,1985.0,52.75,11.05,"52.75, 11.05",52.75,11.05,1,True,1980.0,20.0,small,fell,north,east,valid
samelia,23115,valid,"iron, iiiab",2462.0,fell,1921.0,25.66667,74.86667,"25.66667, 74.86667",25.66667,74.86667,3,True,1920.0,20.0,large,fell,north,east,valid
san juan capistrano,23128,valid,h6,56.0,fell,1973.0,33.48472,-117.6625,"33.48472, -117.6625",33.48472,-117.6625,1,True,1970.0,20.0,small,fell,north,west,valid
san michele,31315,valid,l6,237.0,fell,2002.0,43.66667,13.0,"43.66667, 13.0",43.66667,13.0,2,True,2000.0,21.0,medium,fell,north,east,valid
san pedro de quiles,23130,valid,l6,282.0,fell,1956.0,-31.01667,-71.4,"-31.01667, -71.4",-31.01667,-71.4,2,True,1950.0,20.0,medium,fell,south,west,valid
san pedro jacuaro,34063,valid,ll6,460.0,fell,1968.0,19.76667,-100.65,"19.76667, -100.65",19.76667,-100.65,2,True,1960.0,20.0,medium,fell,north,west,valid
santa barbara,23161,valid,l4,400.0,fell,1873.0,-29.2,-51.86667,"-29.2, -51.86667",-29.2,-51.86667,2,True,1870.0,19.0,medium,fell,south,west,valid
santa cruz,23164,valid,cm2,60.0,fell,1939.0,24.16667,-99.33333,"24.16667, -99.33333",24.16667,-99.33333,1,True,1930.0,20.0,small,fell,north,west,valid
santa isabel,23165,valid,l6,5500.0,fell,1924.0,-33.9,-61.7,"-33.9, -61.7",-33.9,-61.7,3,True,1920.0,20.0,large,fell,south,west,valid
santa lucia (2008),50909,valid,l6,4000.0,fell,2008.0,-31.535556,-68.489444,"-31.535556, -68.489444",-31.535556,-68.489444,3,True,2000.0,21.0,large,fell,south,west,valid
são jose do rio preto,23171,valid,h4,927.0,fell,1962.0,-20.81,-49.38056,"-20.81, -49.38056",-20.81,-49.38056,2,True,1960.0,20.0,medium,fell,south,west,valid
saratov,23176,valid,l4,200000.0,fell,1918.0,52.55,46.55,"52.55, 46.55",52.55,46.55,5,True,1910.0,20.0,massive,fell,north,east,valid
sasagase,23187,valid,h,695.0,fell,1688.0,34.71667,137.78333,"34.71667, 137.78333",34.71667,137.78333,2,True,1680.0,17.0,medium,fell,north,east,valid
sauguis,23188,valid,l6,4000.0,fell,1868.0,43.15,-0.85,"43.15, -0.85",43.15,-0.85,3,True,1860.0,19.0,large,fell,north,west,valid
savtschenskoje,23190,valid,ll4,2500.0,fell,1894.0,47.21667,29.86667,"47.21667, 29.86667",47.21667,29.86667,3,True,1890.0,19.0,large,fell,north,east,valid
sayama,23192,valid,cm2,430.0,fell,1986.0,35.86667,139.4,"35.86667, 139.4",35.86667,139.4,2,True,1980.0,20.0,medium,fell,north,east,valid
sazovice,23455,valid,l5,412.0,fell,1934.0,49.23333,17.56667,"49.23333, 17.56667",49.23333,17.56667,2,True,1930.0,20.0,medium,fell,north,east,valid
schellin,23457,valid,l,7000.0,fell,1715.0,53.35,15.05,"53.35, 15.05",53.35,15.05,3,True,1710.0,18.0,large,fell,north,east,valid
schenectady,23458,valid,h5,283.3,fell,1968.0,42.86083,-73.95028,"42.86083, -73.95028",42.86083,-73.95028,2,True,1960.0,20.0,medium,fell,north,west,valid
schönenberg,23460,valid,l6,8000.0,fell,1846.0,48.11667,10.46667,"48.11667, 10.46667",48.11667,10.46667,3,True,1840.0,19.0,large,fell,north,east,valid
searsmont,23472,valid,h5,5400.0,fell,1871.0,44.36667,-69.2,"44.36667, -69.2",44.36667,-69.2,3,True,1870.0,19.0,large,fell,north,west,valid
sediköy,23473,valid,l6,240.0,fell,1917.0,38.3,27.13333,"38.3, 27.13333",38.3,27.13333,2,True,1910.0,20.0,medium,fell,north,east,valid
segowlie,23476,valid,ll6,6930.0,fell,1853.0,26.75,84.78333,"26.75, 84.78333",26.75,84.78333,3,True,1850.0,19.0,large,fell,north,east,valid
selakopi,23481,valid,h5,1590.0,fell,1939.0,-7.23333,107.33333,"-7.23333, 107.33333",-7.23333,107.33333,3,True,1930.0,20.0,large,fell,south,east,valid
seldebourak,23483,valid,h5,150.0,fell,1947.0,22.83333,4.98333,"22.83333, 4.98333",22.83333,4.98333,2,True,1940.0,20.0,medium,fell,north,east,valid
semarkona,23487,valid,ll3.00,691.0,fell,1940.0,22.25,79.0,"22.25, 79.0",22.25,79.0,2,True,1940.0,20.0,medium,fell,north,east,valid
sena,23495,valid,h4,4000.0,fell,1773.0,41.71667,-0.05,"41.71667, -0.05",41.71667,-0.05,3,True,1770.0,18.0,large,fell,north,west,valid
senboku,23496,valid,h6,866.0,fell,1993.0,39.43833,140.51167,"39.43833, 140.51167",39.43833,140.51167,2,True,1990.0,20.0,medium,fell,north,east,valid
seoni,23500,valid,h6,20000.0,fell,1966.0,21.68389,79.50083,"21.68389, 79.50083",21.68389,79.50083,4,True,1960.0,20.0,massive,fell,north,east,valid
seres,23501,valid,h4,8500.0,fell,1818.0,41.05,23.56667,"41.05, 23.56667",41.05,23.56667,3,True,1810.0,19.0,large,fell,north,east,valid
serra de magé,23502,valid,eucrite-cm,1800.0,fell,1923.0,-8.38333,-36.76667,"-8.38333, -36.76667",-8.38333,-36.76667,3,True,1920.0,20.0,large,fell,south,west,valid
sete lagoas,23504,valid,h4,350.0,fell,1908.0,-19.46667,-44.21667,"-19.46667, -44.21667",-19.46667,-44.21667,2,True,1900.0,20.0,medium,fell,south,west,valid
sevilla,23508,valid,ll4,180.0,fell,1862.0,37.41667,-6.0,"37.41667, -6.0",37.41667,-6.0,2,True,1860.0,19.0,medium,fell,north,west,valid
sevrukovo,23509,valid,l5,101000.0,fell,1874.0,50.61667,36.6,"50.61667, 36.6",50.61667,36.6,5,True,1870.0,19.0,massive,fell,north,east,valid
sfax,23512,valid,l6,7000.0,fell,1989.0,34.75,10.71667,"34.75, 10.71667",34.75,10.71667,3,True,1980.0,20.0,large,fell,north,east,valid
shalka,23521,valid,diogenite,4000.0,fell,1850.0,23.1,87.3,"23.1, 87.3",23.1,87.3,3,True,1850.0,19.0,large,fell,north,east,valid
sharps,23525,valid,h3.4,1265.0,fell,1921.0,37.83333,-76.7,"37.83333, -76.7",37.83333,-76.7,3,True,1920.0,20.0,large,fell,north,west,valid
shelburne,23529,valid,l5,18600.0,fell,1904.0,44.05,-80.16667,"44.05, -80.16667",44.05,-80.16667,4,True,1900.0,20.0,massive,fell,north,west,valid
shergotty,23530,valid,martian (shergottite),5000.0,fell,1865.0,24.55,84.83333,"24.55, 84.83333",24.55,84.83333,3,True,1860.0,19.0,large,fell,north,east,valid
sheyang,23531,valid,l6,605.0,fell,1976.0,33.65,120.06667,"33.65, 120.06667",33.65,120.06667,2,True,1970.0,20.0,medium,fell,north,east,valid
shikarpur,23534,valid,l6,3679.7,fell,1921.0,25.85,87.5775,"25.85, 87.5775",25.85,87.5775,3,True,1920.0,20.0,large,fell,north,east,valid
shuangyang,23582,valid,h5,3900.0,fell,1971.0,43.5,125.66667,"43.5, 125.66667",43.5,125.66667,3,True,1970.0,20.0,large,fell,north,east,valid
shupiyan,23583,valid,h6,5000.0,fell,1912.0,33.71667,74.83333,"33.71667, 74.83333",33.71667,74.83333,3,True,1910.0,20.0,large,fell,north,east,valid
shytal,23584,valid,l6,3200.0,fell,1863.0,24.33333,90.16667,"24.33333, 90.16667",24.33333,90.16667,3,True,1860.0,19.0,large,fell,north,east,valid
siena,23586,valid,ll5,3700.0,fell,1794.0,43.11667,11.6,"43.11667, 11.6",43.11667,11.6,3,True,1790.0,18.0,large,fell,north,east,valid
sikhote-alin,23593,valid,"iron, iiab",23000000.0,fell,1947.0,46.16,134.65333,"46.16, 134.65333",46.16,134.65333,5,True,1940.0,20.0,massive,fell,north,east,valid
silao,23594,valid,h5,1710.0,fell,1995.0,20.93333,-101.38333,"20.93333, -101.38333",20.93333,-101.38333,3,True,1990.0,20.0,large,fell,north,west,valid
silistra,55584,valid,achondrite-ung,0.15,fell,1917.0,44.11667,27.26667,"44.11667, 27.26667",44.11667,27.26667,1,True,1910.0,20.0,tiny,fell,north,east,valid
simmern,23603,valid,h5,1222.0,fell,1920.0,49.98333,7.53333,"49.98333, 7.53333",49.98333,7.53333,3,True,1920.0,20.0,large,fell,north,east,valid
sinai,23606,valid,l6,1455.0,fell,1916.0,30.9,32.48333,"30.9, 32.48333",30.9,32.48333,3,True,1910.0,20.0,large,fell,north,east,valid
sindhri,23611,valid,h5,8400.0,fell,1901.0,26.21667,69.55,"26.21667, 69.55",26.21667,69.55,3,True,1900.0,20.0,large,fell,north,east,valid
sinnai,23613,valid,h6,2000.0,fell,1956.0,39.3,9.2,"39.3, 9.2",39.3,9.2,3,True,1950.0,20.0,large,fell,north,east,valid
sioux county,23614,valid,eucrite-mmict,4100.0,fell,1933.0,42.58333,-103.66667,"42.58333, -103.66667",42.58333,-103.66667,3,True,1930.0,20.0,large,fell,north,west,valid
sitathali,23616,valid,h5,1600.0,fell,1875.0,20.91667,82.58333,"20.91667, 82.58333",20.91667,82.58333,3,True,1870.0,19.0,large,fell,north,east,valid
sivas,23617,valid,h6,40000.0,fell,1989.0,39.82467,36.13583,"39.82467, 36.13583",39.82467,36.13583,4,True,1980.0,20.0,massive,fell,north,east,valid
sixiangkou,23619,valid,l5,630.0,fell,1989.0,32.43333,119.86667,"32.43333, 119.86667",32.43333,119.86667,2,True,1980.0,20.0,medium,fell,north,east,valid
ski,23621,valid,l6,850.0,fell,1848.0,59.73333,10.86667,"59.73333, 10.86667",59.73333,10.86667,2,True,1840.0,19.0,medium,fell,north,east,valid
slavetic,23626,valid,h5,1708.0,fell,1868.0,45.68333,15.6,"45.68333, 15.6",45.68333,15.6,3,True,1860.0,19.0,large,fell,north,east,valid
slobodka,23645,valid,l4,2750.0,fell,1818.0,55.0,35.0,"55.0, 35.0",55.0,35.0,3,True,1810.0,19.0,large,fell,north,east,valid
soheria,23660,valid,oc,72.9,fell,1960.0,27.13333,84.06667,"27.13333, 84.06667",27.13333,84.06667,1,True,1960.0,20.0,small,fell,north,east,valid
soko-banja,23661,valid,ll4,80000.0,fell,1877.0,43.66667,21.86667,"43.66667, 21.86667",43.66667,21.86667,4,True,1870.0,19.0,massive,fell,north,east,valid
sologne,23663,valid,h5,54.0,fell,1860.0,47.36667,1.73333,"47.36667, 1.73333",47.36667,1.73333,1,True,1860.0,19.0,small,fell,north,east,valid
sołtmany,53829,valid,l6,1066.0,fell,2011.0,54.00883,22.005,"54.00883, 22.005",54.00883,22.005,3,True,2010.0,21.0,large,fell,north,east,valid
sone,23667,valid,h5,17100.0,fell,1866.0,35.16667,135.33333,"35.16667, 135.33333",35.16667,135.33333,4,True,1860.0,19.0,massive,fell,north,east,valid
songyuan,23668,valid,l6,36900.0,fell,1993.0,45.25,125.0,"45.25, 125.0",45.25,125.0,4,True,1990.0,20.0,massive,fell,north,east,valid
sopot,23670,valid,oc,958.0,fell,1927.0,44.41667,23.5,"44.41667, 23.5",44.41667,23.5,2,True,1920.0,20.0,medium,fell,north,east,valid
