name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,latitude,longitude,severity_score,year_valid,decade,century,mass_category,fall_found_flag,hemisphere_ns,hemisphere_ew,location_quality
canon city,5253,valid,h6,1400.0,fell,1973.0,38.47028,-105.24139,"38.47028, -105.24139",38.47028,-105.24139,3,True,1970.0,20.0,large,fell,north,west,valid
cape girardeau,5260,valid,h6,2300.0,fell,1846.0,37.26667,-89.58333,"37.26667, -89.58333",37.26667,-89.58333,3,True,1840.0,19.0,large,fell,north,west,valid
capilla del monte,5264,valid,h6,750.0,fell,1934.0,-30.88333,-64.55,"-30.88333, -64.55",-30.88333,-64.55,2,True,1930.0,20.0,medium,fell,south,west,valid
carancas,45817,valid,h4-5,342.0,fell,2007.0,-16.66444,-69.04389,"-16.66444, -69.04389",-16.66444,-69.04389,2,True,2000.0,21.0,medium,fell,south,west,valid
caratash,5265,valid,ll6,8.0,fell,1902.0,38.5,27.0,"38.5, 27.0",38.5,27.0,1,True,1900.0,20.0,tiny,fell,north,east,valid
castalia,5291,valid,h5,7300.0,fell,1874.0,36.08333,-78.06667,"36.08333, -78.06667",36.08333,-78.06667,3,True,1870.0,19.0,large,fell,north,west,valid
castel berardenga,5292,valid,stone-uncl,,fell,1791.0,43.35,11.5,"43.35, 11.5",43.35,11.5,,True,1790.0,18.0,,fell,north,east,valid
castine,5293,valid,l6,94.0,fell,1848.0,44.38333,-68.75,"44.38333, -68.75",44.38333,-68.75,1,True,1840.0,19.0,small,fell,north,west,valid
castrovillari,5295,valid,stone-uncl,15000.0,fell,1583.0,39.8,16.2,"39.8, 16.2",39.8,16.2,4,True,1580.0,16.0,massive,fell,north,east,valid
caswell county,5296,valid,oc,1360.0,fell,1810.0,36.5,-79.25,"36.5, -79.25",36.5,-79.25,3,True,1810.0,19.0,large,fell,north,west,valid
ceniceros,5306,valid,l3.7,1025.0,fell,1988.0,26.46667,-105.23333,"26.46667, -105.23333",26.46667,-105.23333,3,True,1980.0,20.0,large,fell,north,west,valid
centerville,5307,valid,h5,45.6,fell,1956.0,43.2,-96.91667,"43.2, -96.91667",43.2,-96.91667,1,True,1950.0,20.0,small,fell,north,west,valid
cereseto,5308,valid,h5,6460.0,fell,1840.0,45.08333,8.3,"45.08333, 8.3",45.08333,8.3,3,True,1840.0,19.0,large,fell,north,east,valid
chadong,5313,valid,l6,3700.0,fell,1998.0,28.53333,109.31667,"28.53333, 109.31667",28.53333,109.31667,3,True,1990.0,20.0,large,fell,north,east,valid
chail,5314,valid,h6,0.5,fell,1814.0,25.36667,81.66667,"25.36667, 81.66667",25.36667,81.66667,1,True,1810.0,19.0,tiny,fell,north,east,valid
chainpur,5315,valid,ll3.4,8200.0,fell,1907.0,25.85,83.48333,"25.85, 83.48333",25.85,83.48333,3,True,1900.0,20.0,large,fell,north,east,valid
chajari,5316,valid,l5,18300.0,fell,1933.0,-30.78333,-58.05,"-30.78333, -58.05",-30.78333,-58.05,4,True,1930.0,20.0,massive,fell,south,west,valid
chandakapur,5320,valid,l5,8800.0,fell,1838.0,20.26667,76.01667,"20.26667, 76.01667",20.26667,76.01667,3,True,1830.0,19.0,large,fell,north,east,valid
chandpur,5321,valid,l6,1100.0,fell,1885.0,27.28333,79.05,"27.28333, 79.05",27.28333,79.05,3,True,1880.0,19.0,large,fell,north,east,valid
changde,5322,valid,h5,1810.0,fell,1977.0,29.08333,111.75,"29.08333, 111.75",29.08333,111.75,3,True,1970.0,20.0,large,fell,north,east,valid
chantonnay,5325,valid,l6,31500.0,fell,1812.0,46.68333,1.05,"46.68333, 1.05",46.68333,1.05,4,True,1810.0,19.0,massive,fell,north,east,valid
charlotte,5328,valid,"iron, iva",4300.0,fell,1835.0,36.16667,-87.33333,"36.16667, -87.33333",36.16667,-87.33333,3,True,1830.0,19.0,large,fell,north,west,valid
charsonville,5329,valid,h6,27000.0,fell,1810.0,47.93333,1.56667,"47.93333, 1.56667",47.93333,1.56667,4,True,1810.0,19.0,massive,fell,north,east,valid
charwallas,5330,valid,h6,12000.0,fell,1834.0,29.48333,75.5,"29.48333, 75.5",29.48333,75.5,4,True,1830.0,19.0,massive,fell,north,east,valid
chassigny,5331,valid,martian (chassignite),4000.0,fell,1815.0,47.71667,5.36667,"47.71667, 5.36667",47.71667,5.36667,3,True,1810.0,19.0,large,fell,north,east,valid
château-renard,5332,valid,l6,30000.0,fell,1841.0,47.93333,2.91667,"47.93333, 2.91667",47.93333,2.91667,4,True,1840.0,19.0,massive,fell,north,east,valid
chaves,5334,valid,howardite,2945.0,fell,1925.0,41.93333,-7.46667,"41.93333, -7.46667",41.93333,-7.46667,3,True,1920.0,20.0,large,fell,north,west,valid
chela,5338,valid,h4,2936.0,fell,1988.0,-3.66667,32.5,"-3.66667, 32.5",-3.66667,32.5,3,True,1980.0,20.0,large,fell,south,east,valid
chelyabinsk,57165,valid,ll5,100000.0,fell,2013.0,54.81667,61.11667,"54.81667, 61.11667",54.81667,61.11667,4,True,2010.0,21.0,massive,fell,north,east,valid
chergach,47347,valid,h5,100000.0,fell,2007.0,23.69639,-5.01472,"23.69639, -5.01472",23.69639,-5.01472,4,True,2000.0,21.0,massive,fell,north,west,valid
chernyi bor,5339,valid,h4,6000.0,fell,1964.0,53.7,30.1,"53.7, 30.1",53.7,30.1,3,True,1960.0,20.0,large,fell,north,east,valid
cherokee springs,5340,valid,ll6,8400.0,fell,1933.0,35.03333,-81.88333,"35.03333, -81.88333",35.03333,-81.88333,3,True,1930.0,20.0,large,fell,north,west,valid
chervettaz,5341,valid,l5,705.0,fell,1901.0,46.55,6.81667,"46.55, 6.81667",46.55,6.81667,2,True,1900.0,20.0,medium,fell,north,east,valid
chervony kut,5342,valid,eucrite-mmict,1700.0,fell,1939.0,50.83333,34.0,"50.83333, 34.0",50.83333,34.0,3,True,1930.0,20.0,large,fell,north,east,valid
chetrinahatti,5344,valid,stone-uncl,72.0,fell,1880.0,14.5,76.5,"14.5, 76.5",14.5,76.5,1,True,1880.0,19.0,small,fell,north,east,valid
chiang khan,5345,valid,h6,367.0,fell,1981.0,17.9,101.63333,"17.9, 101.63333",17.9,101.63333,2,True,1980.0,20.0,medium,fell,north,east,valid
chicora,5349,valid,ll6,303.0,fell,1938.0,40.93333,-79.73333,"40.93333, -79.73333",40.93333,-79.73333,2,True,1930.0,20.0,medium,fell,north,west,valid
chisenga,5355,valid,"iron, iiiab",3920.0,fell,1988.0,-10.05944,33.395,"-10.05944, 33.395",-10.05944,33.395,3,True,1980.0,20.0,large,fell,south,east,valid
chitado,5356,valid,l6,,fell,1966.0,-17.35,13.96667,"-17.35, 13.96667",-17.35,13.96667,,True,1960.0,20.0,,fell,south,east,valid
chitenay,5357,valid,l6,4000.0,fell,1978.0,47.47083,0.97667,"47.47083, 0.97667",47.47083,0.97667,3,True,1970.0,20.0,large,fell,north,east,valid
cilimus,5364,valid,l5,1600.0,fell,1979.0,-6.95,108.1,"-6.95, 108.1",-6.95,108.1,3,True,1970.0,20.0,large,fell,south,east,valid
claxton,5374,valid,l6,1455.0,fell,1984.0,32.1025,-81.87278,"32.1025, -81.87278",32.1025,-81.87278,3,True,1980.0,20.0,large,fell,north,west,valid
clohars,5383,valid,l4,48.6,fell,1822.0,,,,,,1,True,1820.0,19.0,small,fell,south,west,missing
colby (wisconsin),5395,valid,l6,104000.0,fell,1917.0,44.9,-90.28333,"44.9, -90.28333",44.9,-90.28333,5,True,1910.0,20.0,massive,fell,north,west,valid
cold bokkeveld,5397,valid,cm2,5200.0,fell,1838.0,-33.13333,19.38333,"-33.13333, 19.38333",-33.13333,19.38333,3,True,1830.0,19.0,large,fell,south,east,valid
coleman,5401,valid,l6,469.0,fell,1994.0,43.76111,-84.50778,"43.76111, -84.50778",43.76111,-84.50778,2,True,1990.0,20.0,medium,fell,north,west,valid
collescipoli,5403,valid,h5,5000.0,fell,1890.0,42.53333,12.61667,"42.53333, 12.61667",42.53333,12.61667,3,True,1890.0,19.0,large,fell,north,east,valid
conquista,5418,valid,h4,20350.0,fell,1965.0,-19.85,-47.55,"-19.85, -47.55",-19.85,-47.55,4,True,1960.0,20.0,massive,fell,south,west,valid
cosina,5451,valid,h5,1200.0,fell,1844.0,21.16667,-100.86667,"21.16667, -100.86667",21.16667,-100.86667,3,True,1840.0,19.0,large,fell,north,west,valid
cranganore,5465,valid,l6,1460.0,fell,1917.0,10.2,76.26667,"10.2, 76.26667",10.2,76.26667,3,True,1910.0,20.0,large,fell,north,east,valid
crescent,5470,valid,cm2,78.4,fell,1936.0,35.95,-97.58333,"35.95, -97.58333",35.95,-97.58333,1,True,1930.0,20.0,small,fell,north,west,valid
cronstad,5474,valid,h5,3650.0,fell,1877.0,-27.7,27.3,"-27.7, 27.3",-27.7,27.3,3,True,1870.0,19.0,large,fell,south,east,valid
cross roads,5476,valid,h5,167.0,fell,1892.0,35.63333,-78.13333,"35.63333, -78.13333",35.63333,-78.13333,2,True,1890.0,19.0,medium,fell,north,west,valid
crumlin,5477,valid,l5,4255.0,fell,1902.0,54.61667,-6.21667,"54.61667, -6.21667",54.61667,-6.21667,3,True,1900.0,20.0,large,fell,north,west,valid
cumberland falls,5496,valid,aubrite,17000.0,fell,1919.0,36.83333,-84.35,"36.83333, -84.35",36.83333,-84.35,4,True,1910.0,20.0,massive,fell,north,west,valid
cynthiana,5500,valid,l/ll4,6000.0,fell,1877.0,38.4,-84.25,"38.4, -84.25",38.4,-84.25,3,True,1870.0,19.0,large,fell,north,west,valid
dahmani,5504,valid,ll6,18000.0,fell,1981.0,35.61667,8.83333,"35.61667, 8.83333",35.61667,8.83333,4,True,1980.0,20.0,massive,fell,north,east,valid
dandapur,5511,valid,l6,5650.0,fell,1878.0,26.91667,83.96667,"26.91667, 83.96667",26.91667,83.96667,3,True,1870.0,19.0,large,fell,north,east,valid
daniel's kuil,5513,valid,el6,1064.0,fell,1868.0,-28.2,24.56667,"-28.2, 24.56667",-28.2,24.56667,3,True,1860.0,19.0,large,fell,south,east,valid
danville,5514,valid,l6,2000.0,fell,1868.0,34.4,-87.06667,"34.4, -87.06667",34.4,-87.06667,3,True,1860.0,19.0,large,fell,north,west,valid
darmstadt,6603,valid,h5,100.0,fell,1804.0,49.86667,8.65,"49.86667, 8.65",49.86667,8.65,1,True,1800.0,19.0,small,fell,north,east,valid
dashoguz,6604,valid,h5,7000.0,fell,1998.0,41.98444,59.685,"41.98444, 59.685",41.98444,59.685,3,True,1990.0,20.0,large,fell,north,east,valid
daule,51559,valid,l5,6580.0,fell,2008.0,-1.87089,-79.95756,"-1.87089, -79.95756",-1.87089,-79.95756,3,True,2000.0,21.0,large,fell,south,west,valid
de cewsville,6621,valid,h6,340.0,fell,1887.0,43.0,-80.0,"43.0, -80.0",43.0,-80.0,2,True,1880.0,19.0,medium,fell,north,west,valid
deal,6634,valid,l6,28.0,fell,1829.0,40.25,-74.0,"40.25, -74.0",40.25,-74.0,1,True,1820.0,19.0,small,fell,north,west,valid
delhi,6642,valid,l5,0.8,fell,1897.0,28.56667,77.25,"28.56667, 77.25",28.56667,77.25,1,True,1890.0,19.0,tiny,fell,north,east,valid
demina,6649,valid,l6,16400.0,fell,1911.0,51.46667,84.76667,"51.46667, 84.76667",51.46667,84.76667,4,True,1910.0,20.0,massive,fell,north,east,valid
denver,6660,valid,l6,230.0,fell,1967.0,39.7825,-104.93056,"39.7825, -104.93056",39.7825,-104.93056,2,True,1960.0,20.0,medium,fell,north,west,valid
dergaon,6664,valid,h5,12500.0,fell,2001.0,26.68333,93.86667,"26.68333, 93.86667",26.68333,93.86667,4,True,2000.0,21.0,massive,fell,north,east,valid
desuri,6693,valid,h6,25400.0,fell,1962.0,25.73333,73.61667,"25.73333, 73.61667",25.73333,73.61667,4,True,1960.0,20.0,massive,fell,north,east,valid
devgaon,6694,valid,h3.8,12000.0,fell,2001.0,19.0,81.0,"19.0, 81.0",19.0,81.0,4,True,2000.0,21.0,massive,fell,north,east,valid
devri-khera,6696,valid,l6,1140.0,fell,1994.0,24.225,76.525,"24.225, 76.525",24.225,76.525,3,True,1990.0,20.0,large,fell,north,east,valid
dhajala,6698,valid,h3.8,45000.0,fell,1976.0,22.37778,71.42722,"22.37778, 71.42722",22.37778,71.42722,4,True,1970.0,20.0,massive,fell,north,east,valid
dharwar,6699,valid,oc,1800.0,fell,1848.0,14.88333,75.6,"14.88333, 75.6",14.88333,75.6,3,True,1840.0,19.0,large,fell,north,east,valid
dhurmsala,7640,valid,ll6,32000.0,fell,1860.0,32.23333,76.46667,"32.23333, 76.46667",32.23333,76.46667,4,True,1860.0,19.0,massive,fell,north,east,valid
didim,47350,valid,h3-5,3396.0,fell,2007.0,37.35172,27.32997,"37.35172, 27.32997",37.35172,27.32997,3,True,2000.0,21.0,large,fell,north,east,valid
diep river,7642,valid,l6,1000.0,fell,1906.0,-33.75,18.56667,"-33.75, 18.56667",-33.75,18.56667,2,True,1900.0,20.0,medium,fell,south,east,valid
distrito quebracho,7649,valid,h4,400.0,fell,1957.0,-31.88333,-60.46667,"-31.88333, -60.46667",-31.88333,-60.46667,2,True,1950.0,20.0,medium,fell,south,west,valid
djati-pengilon,7652,valid,h6,166000.0,fell,1884.0,-7.5,111.5,"-7.5, 111.5",-7.5,111.5,5,True,1880.0,19.0,massive,fell,south,east,valid
djermaia,7656,valid,h,3950.0,fell,1961.0,12.73333,15.05,"12.73333, 15.05",12.73333,15.05,3,True,1960.0,20.0,large,fell,north,east,valid
djoumine,7657,valid,h5-6,10000.0,fell,1999.0,36.95,9.55,"36.95, 9.55",36.95,9.55,3,True,1990.0,20.0,large,fell,north,east,valid
dokachi,7658,valid,h5,3840.0,fell,1903.0,23.5,90.33333,"23.5, 90.33333",23.5,90.33333,3,True,1900.0,20.0,large,fell,north,east,valid
dolgovoli,7659,valid,l6,1600.0,fell,1864.0,50.75,25.3,"50.75, 25.3",50.75,25.3,3,True,1860.0,19.0,large,fell,north,east,valid
domanitch,7661,valid,l5,438.0,fell,1907.0,40.0,29.0,"40.0, 29.0",40.0,29.0,2,True,1900.0,20.0,medium,fell,north,east,valid
dong ujimqin qi,7706,valid,mesosiderite,128800.0,fell,1995.0,45.5,119.03333,"45.5, 119.03333",45.5,119.03333,5,True,1990.0,20.0,massive,fell,north,east,valid
donga kohrod,7707,valid,h6,230.0,fell,1899.0,21.86667,82.45,"21.86667, 82.45",21.86667,82.45,2,True,1890.0,19.0,medium,fell,north,east,valid
dongtai,7708,valid,ll6,5500.0,fell,1970.0,32.91667,120.78333,"32.91667, 120.78333",32.91667,120.78333,3,True,1970.0,20.0,large,fell,north,east,valid
doroninsk,7718,valid,h5-7,3891.0,fell,1805.0,51.2,112.3,"51.2, 112.3",51.2,112.3,3,True,1800.0,19.0,large,fell,north,east,valid
dosso,7722,valid,l6,1250.0,fell,1962.0,13.05,3.16667,"13.05, 3.16667",13.05,3.16667,3,True,1960.0,20.0,large,fell,north,east,valid
douar mghila,7723,valid,ll6,1161.0,fell,1932.0,32.33333,-6.3,"32.33333, -6.3",32.33333,-6.3,3,True,1930.0,20.0,large,fell,north,west,valid
dowa,7725,valid,stone-uncl,642.0,fell,1976.0,-13.66667,33.91667,"-13.66667, 33.91667",-13.66667,33.91667,2,True,1970.0,20.0,medium,fell,south,east,valid
drake creek,7728,valid,l6,5000.0,fell,1827.0,36.4,-86.5,"36.4, -86.5",36.4,-86.5,3,True,1820.0,19.0,large,fell,north,west,valid
dresden (ontario),7731,valid,h6,47700.0,fell,1939.0,42.52,-82.26,"42.52, -82.26",42.52,-82.26,4,True,1930.0,20.0,massive,fell,north,west,valid
dubrovnik,7736,valid,l3-6,1900.0,fell,1951.0,42.45833,18.44167,"42.45833, 18.44167",42.45833,18.44167,3,True,1950.0,20.0,large,fell,north,east,valid
dunbogan,7743,valid,l6,30.0,fell,1999.0,-31.66667,152.83333,"-31.66667, 152.83333",-31.66667,152.83333,1,True,1990.0,20.0,small,fell,south,east,valid
dundrum,7745,valid,h5,2270.0,fell,1865.0,52.55,-8.03333,"52.55, -8.03333",52.55,-8.03333,3,True,1860.0,19.0,large,fell,north,west,valid
dunhua,7749,valid,stone-uncl,,fell,1976.0,43.33333,128.25,"43.33333, 128.25",43.33333,128.25,,True,1970.0,20.0,,fell,north,east,valid
durala,7750,valid,l6,13200.0,fell,1815.0,30.3,76.63333,"30.3, 76.63333",30.3,76.63333,4,True,1810.0,19.0,massive,fell,north,east,valid
duruma,7752,valid,l6,577.0,fell,1853.0,-4.0,39.5,"-4.0, 39.5",-4.0,39.5,2,True,1850.0,19.0,medium,fell,south,east,valid
duwun,7754,valid,l6,2117.0,fell,1943.0,33.43333,127.26667,"33.43333, 127.26667",33.43333,127.26667,3,True,1940.0,20.0,large,fell,north,east,valid
dwaleni,7755,valid,h4-6,3230.0,fell,1970.0,-27.2,31.31667,"-27.2, 31.31667",-27.2,31.31667,3,True,1970.0,20.0,large,fell,south,east,valid
dyalpur,7757,valid,ureilite,300.0,fell,1872.0,26.25,82.0,"26.25, 82.0",26.25,82.0,2,True,1870.0,19.0,medium,fell,north,east,valid
dyarrl island,7758,valid,mesosiderite-a1,188.0,fell,1933.0,-3.0,151.0,"-3.0, 151.0",-3.0,151.0,2,True,1930.0,20.0,medium,fell,south,east,valid
eagle,7760,valid,el6,10000.0,fell,1947.0,40.78167,-96.47167,"40.78167, -96.47167",40.78167,-96.47167,3,True,1940.0,20.0,large,fell,north,west,valid
ehole,7774,valid,h5,2400.0,fell,1961.0,-17.3,15.83333,"-17.3, 15.83333",-17.3,15.83333,3,True,1960.0,20.0,large,fell,south,east,valid
eichstädt,7775,valid,h5,3000.0,fell,1785.0,48.9,11.21667,"48.9, 11.21667",48.9,11.21667,3,True,1780.0,18.0,large,fell,north,east,valid
ekeby,7776,valid,h4,3336.0,fell,1939.0,56.03333,13.0,"56.03333, 13.0",56.03333,13.0,3,True,1930.0,20.0,large,fell,north,east,valid
ekh khera,7777,valid,h6,840.0,fell,1916.0,28.26667,78.78333,"28.26667, 78.78333",28.26667,78.78333,2,True,1910.0,20.0,medium,fell,north,east,valid
el idrissia,7807,valid,l6,10000.0,fell,1989.0,34.41667,3.25,"34.41667, 3.25",34.41667,3.25,3,True,1980.0,20.0,large,fell,north,east,valid
el paso de aguila,45977,valid,h5,17226.0,fell,1977.0,25.37,-97.37,"25.37, -97.37",25.37,-97.37,4,True,1970.0,20.0,massive,fell,north,west,valid
el tigre,7819,valid,l6,5000.0,fell,1993.0,19.96722,-103.05167,"19.96722, -103.05167",19.96722,-103.05167,3,True,1990.0,20.0,large,fell,north,west,valid
elbert,7822,valid,ll6,680.5,fell,1998.0,39.24667,-104.58817,"39.24667, -104.58817",39.24667,-104.58817,2,True,1990.0,20.0,medium,fell,north,west,valid
elbogen,7823,valid,"iron, iid",107000.0,fell,1399.0,50.18333,12.73333,"50.18333, 12.73333",50.18333,12.73333,5,True,1390.0,14.0,massive,fell,north,east,valid
elenovka,7824,valid,l5,54640.0,fell,1951.0,47.83333,37.66667,"47.83333, 37.66667",47.83333,37.66667,4,True,1950.0,20.0,massive,fell,north,east,valid
ellemeet,10019,valid,diogenite,1470.0,fell,1925.0,51.75,4.0,"51.75, 4.0",51.75,4.0,3,True,1920.0,20.0,large,fell,north,east,valid
emmaville,10033,valid,eucrite-mmict,127.0,fell,1900.0,-29.46667,151.61667,"-29.46667, 151.61667",-29.46667,151.61667,2,True,1900.0,20.0,medium,fell,south,east,valid
enshi,10038,valid,h5,8000.0,fell,1974.0,30.3,109.5,"30.3, 109.5",30.3,109.5,3,True,1970.0,20.0,large,fell,north,east,valid
ensisheim,10039,valid,ll6,127000.0,fell,1491.0,47.86667,7.35,"47.86667, 7.35",47.86667,7.35,5,True,1490.0,15.0,massive,fell,north,east,valid
épinal,10041,valid,h5,277.0,fell,1822.0,48.18333,6.46667,"48.18333, 6.46667",48.18333,6.46667,2,True,1820.0,19.0,medium,fell,north,east,valid
erakot,10042,valid,cm2,113.0,fell,1940.0,19.03333,81.89167,"19.03333, 81.89167",19.03333,81.89167,2,True,1940.0,20.0,medium,fell,north,east,valid
erevan,10043,valid,howardite,107.2,fell,1911.0,40.3,44.5,"40.3, 44.5",40.3,44.5,2,True,1910.0,20.0,medium,fell,north,east,valid
ergheo,10044,valid,l5,20000.0,fell,1889.0,1.16667,44.16667,"1.16667, 44.16667",1.16667,44.16667,4,True,1880.0,19.0,massive,fell,north,east,valid
erxleben,10049,valid,h6,2250.0,fell,1812.0,52.21667,11.25,"52.21667, 11.25",52.21667,11.25,3,True,1810.0,19.0,large,fell,north,east,valid
esnandes,10051,valid,l6,1500.0,fell,1837.0,46.25,-1.1,"46.25, -1.1",46.25,-1.1,3,True,1830.0,19.0,large,fell,north,west,valid
essebi,10055,valid,c2-ung,500.0,fell,1957.0,2.88333,30.83333,"2.88333, 30.83333",2.88333,30.83333,2,True,1950.0,20.0,medium,fell,north,east,valid
estherville,10059,valid,mesosiderite-a3/4,320000.0,fell,1879.0,43.41667,-94.83333,"43.41667, -94.83333",43.41667,-94.83333,5,True,1870.0,19.0,massive,fell,north,west,valid
farmington,10074,valid,l5,89400.0,fell,1890.0,39.75,-97.03333,"39.75, -97.03333",39.75,-97.03333,4,True,1890.0,19.0,massive,fell,north,west,valid
farmville,10075,valid,h4,56000.0,fell,1934.0,35.55,-77.53333,"35.55, -77.53333",35.55,-77.53333,4,True,1930.0,20.0,massive,fell,north,west,valid
favars,10078,valid,h5,1500.0,fell,1844.0,44.38333,2.81667,"44.38333, 2.81667",44.38333,2.81667,3,True,1840.0,19.0,large,fell,north,east,valid
fayetteville,10079,valid,h4,2360.0,fell,1934.0,36.05,-94.16667,"36.05, -94.16667",36.05,-94.16667,3,True,1930.0,20.0,large,fell,north,west,valid
feid chair,10080,valid,h4,380.0,fell,1875.0,36.88333,8.45,"36.88333, 8.45",36.88333,8.45,2,True,1870.0,19.0,medium,fell,north,east,valid
felix,10081,valid,co3.3,3200.0,fell,1900.0,32.53333,-87.16667,"32.53333, -87.16667",32.53333,-87.16667,3,True,1900.0,20.0,large,fell,north,west,valid
fenghsien-ku,10086,valid,h5,82.0,fell,1924.0,34.6,116.75,"34.6, 116.75",34.6,116.75,1,True,1920.0,20.0,small,fell,north,east,valid
ferguson,10088,valid,oc,220.0,fell,1889.0,36.1,-81.41667,"36.1, -81.41667",36.1,-81.41667,2,True,1880.0,19.0,medium,fell,north,west,valid
fermo,10091,valid,h3-5,10200.0,fell,1996.0,43.18111,13.75333,"43.18111, 13.75333",43.18111,13.75333,4,True,1990.0,20.0,massive,fell,north,east,valid
fisher,10107,valid,l6,17600.0,fell,1894.0,47.81667,-96.85,"47.81667, -96.85",47.81667,-96.85,4,True,1890.0,19.0,massive,fell,north,west,valid
florence,10111,valid,h3,3640.0,fell,1922.0,30.83333,-97.76667,"30.83333, -97.76667",30.83333,-97.76667,3,True,1920.0,20.0,large,fell,north,west,valid
forest city,10119,valid,h5,152000.0,fell,1890.0,43.25,-93.66667,"43.25, -93.66667",43.25,-93.66667,5,True,1890.0,19.0,massive,fell,north,west,valid
forest vale,10120,valid,h4,26000.0,fell,1942.0,-33.35,146.85833,"-33.35, 146.85833",-33.35,146.85833,4,True,1940.0,20.0,massive,fell,south,east,valid
forksville,10123,valid,l6,6067.0,fell,1924.0,36.78333,-78.08333,"36.78333, -78.08333",36.78333,-78.08333,3,True,1920.0,20.0,large,fell,north,west,valid
forsbach,10163,valid,h6,240.0,fell,1900.0,50.95,7.31667,"50.95, 7.31667",50.95,7.31667,2,True,1900.0,20.0,medium,fell,north,east,valid
forsyth,10164,valid,l6,16300.0,fell,1829.0,33.01667,-83.96667,"33.01667, -83.96667",33.01667,-83.96667,4,True,1820.0,19.0,massive,fell,north,west,valid
fort flatters,10166,valid,stone-uncl,,fell,1944.0,28.25,7.0,"28.25, 7.0",28.25,7.0,,True,1940.0,20.0,,fell,north,east,valid
frankfort (stone),10177,valid,howardite,650.0,fell,1868.0,34.48333,-87.83333,"34.48333, -87.83333",34.48333,-87.83333,2,True,1860.0,19.0,medium,fell,north,west,valid
fuhe,52412,valid,l5,23000.0,fell,1945.0,31.47556,113.56694,"31.47556, 113.56694",31.47556,113.56694,4,True,1940.0,20.0,massive,fell,north,east,valid
fukutomi,10836,valid,l5,11620.0,fell,1882.0,33.18333,130.2,"33.18333, 130.2",33.18333,130.2,4,True,1880.0,19.0,massive,fell,north,east,valid
fünen,10838,valid,stone-uncl,,fell,1654.0,55.33333,10.33333,"55.33333, 10.33333",55.33333,10.33333,,True,1650.0,17.0,,fell,north,east,valid
futtehpur,10839,valid,l6,4000.0,fell,1822.0,25.95,80.81667,"25.95, 80.81667",25.95,80.81667,3,True,1820.0,19.0,large,fell,north,east,valid
fuyang,10840,valid,stone-uncl,2500.0,fell,1977.0,32.9,115.9,"32.9, 115.9",32.9,115.9,3,True,1970.0,20.0,large,fell,north,east,valid
galapian,10846,valid,h6,132.7,fell,1826.0,44.3,0.4,"44.3, 0.4",44.3,0.4,2,True,1820.0,19.0,medium,fell,north,east,valid
galim (a),10848,valid,ll6,36.1,fell,1952.0,7.05,12.43333,"7.05, 12.43333",7.05,12.43333,1,True,1950.0,20.0,small,fell,north,east,valid
